model,seed,Recall@10,NDCG@10,MRR,gender_recall_gap,age_band_recall_gap,disability_recall_gap,imd_binary_recall_gap,gender_SPD,gender_EOD,gender_AOD,age_band_SPD,age_band_EOD,age_band_AOD,disability_SPD,disability_EOD,disability_AOD,imd_SPD,imd_EOD,imd_AOD,run_time_sec
sasrec_rerank_a0.0,4,0.04057577970167936,0.02240623823447217,0.016935714865202713,0.0016425913067119324,0.018536224510681102,0.0026215840448308367,0.01794890739590572,0.0014415970410254497,0.0016425913067119324,0.0015389840660818346,0.006803888114728068,-0.008220157785483559,-0.0006282397850897146,-0.0032905996110249858,0.0026215840448308367,-0.0003660341263484017,-0.002877817405029806,0.012052210323940854,0.004508048834344754,309.4027717113495
sasrec_fair_lam0.1,4,0.03313514829108863,0.01814574170667945,0.013630423252828592,0.006132431012502437,0.010185493821745818,0.005663880661426424,0.016457366005632145,0.0012969164862452962,0.006132431012502437,0.003686138770015994,0.006808968116546389,-0.005191653175456064,0.0008730241242440318,-0.003432946426117779,0.005663880661426424,0.0010669331706845385,-0.0028520215638078716,0.008379156946077895,0.002703393738845594,316.0485646724701
sasrec_fair_lam0.5,4,0.030005910781961683,0.01630653597202869,0.012170553930228489,0.004004702649281558,0.02631386583861102,0.00113961328434763,0.013234158914576546,0.0013952356085441958,0.004004702649281558,0.002682597574816408,0.006838581085834482,-0.0040261933937219205,0.0014647407363848272,-0.0030960538459922013,0.00113961328434763,-0.0010016583798512276,-0.003059423561495085,0.008431569883099038,0.0026243438823810514,480.75851821899414
sasrec_fair_lam1.0,4,0.0291714474461945,0.016696481973731133,0.01293907976133907,0.00437656464122093,0.025866505265989485,0.0020630453736127305,0.01242835714181265,0.001394987972772245,0.00437656464122093,0.0028663285450065794,0.006837076168352031,-0.005314341325092058,0.0008267401385978305,-0.0033292020658089866,0.0020630453736127305,-0.0006625800055114137,-0.0028321413159384523,0.008561659546928498,0.002803488977879848,635.2686634063721
sasrec_fair_lam2.0,4,0.008518479885956677,0.004225592378664895,0.0029389859394031706,0.002309074276141035,0.008748384531265533,0.0017552902186375157,0.0040801648958761075,0.0012508360168516641,0.002309074276141035,0.0017673169126830451,0.0070033256824988885,-0.0007650454129038524,0.003162534693431621,-0.003730639264111664,0.0017552902186375157,-0.001018897369307257,-0.0028647136285158276,0.0040801648958761075,0.0005685597670121935,179.2979793548584
sasrec_rerank_a0.1,4,0.039915162894197005,0.022199593952858577,0.016854752053458634,0.001702167994797693,0.017740916826020598,0.004151348220014665,0.017277405918602478,0.0013958380343162477,0.001702167994797693,0.0015452319601165394,0.006803809311967522,-0.0077719518016213865,-0.0004065009677411205,-0.0033610981010172153,0.004151348220014665,0.0003552353612707934,-0.002905079982168969,0.012082627424082629,0.004509279937261426,332.90420031547546
sasrec_rerank_a0.3,4,0.038489621362261396,0.021590879962703074,0.016489950290930786,0.0014451388200024257,0.015901767805243185,0.004930164267993593,0.016956662949357628,0.0014593117660710586,0.0014451388200024257,0.0014499063484304901,0.00680033028169956,-0.006395605048575087,0.00027273816179302843,-0.003369428922140677,0.004930164267993593,0.0007362993760257723,-0.0028369177153616254,0.012444584631244822,0.004722711672068926,355.29118490219116
sasrec_rerank_a0.5,4,0.036890233302040956,0.020714996200818396,0.015823179868240885,0.0013595065157410158,0.014758513008543712,0.005901362001236074,0.016852378192710533,0.0015148802433740047,0.0013595065157410158,0.0014353469899695166,0.006800133274798177,-0.007913463291329512,-0.00047819884812497215,-0.0033154746035036903,0.005901362001236074,0.0012440045459892468,-0.0028625553832359804,0.01152195354202732,0.004253186327536258,342.14566707611084
sasrec_rerank_a0.7,4,0.03567330760404715,0.01967494744077466,0.01484529314663872,0.0022775077428385596,0.023021525938141437,0.007248033798081019,0.016128734337083738,0.0014561731382164295,0.0022775077428385596,0.001859692510791204,0.006795777405377276,-0.006835356920030896,5.303743052440489e-05,-0.003301251129233275,0.007248033798081019,0.0019174505218933074,-0.002770339816416091,0.010545118426214212,0.003816415590768127,287.86428022384644
sasrec_rerank_a1.0,4,0.032578839400577174,0.017566489495690455,0.013052438735655592,0.0026233141186022824,0.024593135792939307,0.007078215825452115,0.01733031792612637,0.0015532391205647922,0.0026233141186022824,0.0020793492326749603,0.006689296929104645,-0.006050418463036153,0.00038773324406929724,-0.0032943075006810346,0.007078215825452115,0.0018367511359294562,-0.002669804980785992,0.011513846505006062,0.004346308401214008,332.0830616950989
llm,4,0.04,0.020414043209958724,0.014485714285714284,0.016471804147018924,0.04477611940298507,0.02222222222222222,0.04524886877828054,-0.0011652747430994578,-0.016471804147018924,-0.008741440939563479,0.010050953294355958,0.004804227720393947,0.007455776764240137,0.004010043677331369,0.02222222222222222,0.013020363704043737,-0.0017415133294256188,-0.006787330316742078,-0.004237686046687832,616.3024969100952
