attribute,privileged,unprivileged,n_priv,n_unpriv,recall_priv,recall_unpriv,SPD,EOD,AOD
gender,M,F,6,4,0.0,0.0,0.00033332510308387714,0.0,0.00017002518891687593
age_band,0-35,35+,7,3,0.0,0.0,-0.011991824182418238,0.0,-0.006056910569105692
disability,N,Y,9,1,0.0,0.0,-0.03866413131379363,0.0,-0.019526198439241915
imd,advantaged,disadvantaged,6,3,0.0,0.0,0.033663366336633666,0.0,0.017003367003367003
