attribute,privileged,unprivileged,n_priv,n_unpriv,recall_priv,recall_unpriv,SPD,EOD,AOD
gender,M,F,270,230,0.05555555555555555,0.043478260869565216,0.0072805061378695204,-0.012077294685990336,-0.0022977232859177424
age_band,0-35,35+,350,150,0.054285714285714284,0.04,0.00959950183883209,-0.014285714285714284,-0.0022172551864989773
disability,N,Y,460,40,0.05217391304347826,0.025,0.001756930982022932,-0.027173913043478257,-0.012555666750993358
imd,advantaged,disadvantaged,225,260,0.035555555555555556,0.06538461538461539,-0.0018977517161233096,0.029829059829059833,0.013800648779848223
