attribute,privileged,unprivileged,n_priv,n_unpriv,recall_priv,recall_unpriv,SPD,EOD,AOD
gender,M,F,6,4,0.0,0.0,-0.0030040410524843006,0.0,-0.001515533165407222
age_band,0-35,35+,7,3,0.0,0.0,-0.012451245124512456,0.0,-0.006288857006217122
disability,N,Y,9,1,0.0,0.0,-0.035352873035647936,0.0,-0.01785395763656633
imd,advantaged,disadvantaged,6,3,0.0,0.0,0.03198019801980199,0.0,0.016153198653198652
