attribute,privileged,unprivileged,n_priv,n_unpriv,recall_priv,recall_unpriv,SPD,EOD,AOD
gender,M,F,284,216,0.035211267605633804,0.032407407407407406,-0.005148717345849631,-0.002803860198226399,-0.003992979173571998
age_band,0-35,35+,339,161,0.04424778761061947,0.012422360248447204,0.003059787036142271,-0.03182542736217227,-0.014198470825677597
disability,N,Y,446,54,0.02914798206278027,0.07407407407407407,-0.010334215142492685,0.0449260920112938,0.017007903810785523
imd,advantaged,disadvantaged,231,254,0.021645021645021644,0.047244094488188976,-0.006353912511001827,0.02559907284316733,0.00945150326272001
