model,seed,Recall@10,NDCG@10,MRR,gender_recall_gap,age_band_recall_gap,disability_recall_gap,imd_binary_recall_gap,gender_SPD,gender_EOD,gender_AOD,age_band_SPD,age_band_EOD,age_band_AOD,disability_SPD,disability_EOD,disability_AOD,imd_SPD,imd_EOD,imd_AOD,run_time_sec
llm_mistral,0,0.026,0.016330291007013494,0.013477777777777778,0.008642930856553144,0.005413703943115706,0.0046925876268914014,0.03643724696356275,-0.003667695534397483,0.008642930856553144,0.0024155647048432673,0.0028420226547240454,-0.005413703943115706,-0.0012430470248945957,-0.015790696919767908,-0.0046925876268914014,-0.010303145294661102,0.0003776820115595769,0.019269864989313823,0.00972439581273182,3656.0746097564697
