attribute,group_value,n,recall,ndcg,mrr
gender,F,12750,0.03207843137254902,0.01748931162206859,0.01316084656084656
gender,M,16011,0.029354818562238462,0.015249524331463742,0.011038071048376463
gender,__GAP(max-min)__,28761,0.002723612810310555,0.0022397872906048492,0.002122775512470098
age_band,0-35,20118,0.03245849488020678,0.01713919290196639,0.012581956930301695
age_band,35-55,8439,0.0265434293162697,0.014400408233839642,0.010778236720291467
age_band,55<=,204,0.00980392156862745,0.004007496888764386,0.0022058823529411764
age_band,__GAP(max-min)__,28761,0.02265457331157933,0.013131696013202005,0.01037607457736052
disability,N,25990,0.030126971912273953,0.015917916435875933,0.011689966226326363
disability,Y,2771,0.03464453265968964,0.019286253729348616,0.014691132076552501
disability,__GAP(max-min)__,28761,0.004517560747415689,0.0033683372934726827,0.003001165850226138
imd_binary,advantaged,12822,0.02675089689596007,0.014463904264771055,0.01078921273703679
imd_binary,disadvantaged,14892,0.03444802578565673,0.01816451741424187,0.01333207560040759
imd_binary,unknown,1047,0.021967526265520534,0.010684511400817673,0.007307348281560316
imd_binary,__GAP(max-min)__,28761,0.012480499520136194,0.007480006013424198,0.006024727318847275
