attribute,privileged,unprivileged,n_priv,n_unpriv,recall_priv,recall_unpriv,SPD,EOD,AOD
gender,M,F,16011,12750,0.03984760477171944,0.04164705882352941,0.0013167092362922697,0.001799454051809972,0.001553495697922791
age_band,0-35,35+,20118,8643,0.04289690824137588,0.03540437348143006,0.006905792287100157,-0.007492534759945824,-0.00021677342811037698
disability,N,Y,25990,2771,0.04024624855713736,0.04438830747022735,-0.0032762613651144065,0.00414205891308999,0.00039353959122946647
imd,advantaged,disadvantaged,12822,14892,0.034472001247855245,0.04660220252484555,-0.0029713415344193445,0.012130201276990306,0.004499373322555844
