attribute,privileged,unprivileged,n_priv,n_unpriv,recall_priv,recall_unpriv,SPD,EOD,AOD
gender,M,F,270,230,0.05185185185185185,0.04782608695652174,0.007164939282443661,-0.00402576489533011,0.0016277022274288483
age_band,0-35,35+,350,150,0.054285714285714284,0.04,0.009908039972439012,-0.014285714285714284,-0.0020613568502394694
disability,N,Y,460,40,0.05217391304347826,0.025,0.0011220842055419747,-0.027173913043478257,-0.012876435730068962
imd,advantaged,disadvantaged,225,260,0.035555555555555556,0.06538461538461539,-0.0025748849587626105,0.029829059829059833,0.013458557774593045
